,username,status,gender,translated_occupation_category_encoded,age_group_encoded,filtered sentence,caption,y
201,John29903,12,1,10,3,Youll laugh sense humor contagious Friends describe easygoing friendly Some people know say I patient kind You find bike weather sunny I savor eating licking vanilla icecream,man in black shirt is standing in front of woman in black shirt and black jacket,0
202,JohnnyJazz118,14,1,3,2,Hi fun loving easy going happy go lucky man good sense humour likes sporting activities keeping healthy lifestyle,man in red shirt is standing next to woman in black shirt,0
203,Johnsmithheart,13,1,14,1,Self employed KC monthish Looking friends hang town opposite sex,two girls are playing in the grass,0
204,JonBonar,14,1,14,3,Im musical I love play I talents share,man in black shirt is sitting on bench with her eyes on his head,0
205,Jonnyb1981,10,1,18,1,Im good loving guy fun around love find good honest truthful woman pleasant around trustworthy hardworking able keep job,man in black shirt is standing in front of crowd,0
206,Jope,14,1,18,2,Sincere honest loving faithful man seeks serious lasting relationship Where peace love reign,man in black shirt is sitting on bench with her hand in the air,0
207,jose1970,10,1,10,3,Just came Charleston bs job Want know people,two girls are playing in the grass,0
208,JoshRaksa,14,1,7,0,Im Brazil moving Canada next year Right I want able speak English people fun,man in red shirt is standing on the grass,0
209,joyceapril1,10,1,12,3,I person looking someone share life withi like moviesdining outboard games bikingwalkingswimmingtravel sometimes,man in red shirt is sitting on bench in front of house,0
210,JP777,14,1,15,1,Im laid back calm cool collected person doesnt sweat small stuff Loving countrymountain life Montana,two girls are playing in the grass,0
211,JRush63,10,1,12,3,I retired I able retire early long career law enforcement find alone I find forever lady,man in red shirt is sitting on bench in front of large building,0
212,JUANCITOP07,14,1,14,2,SOY UNA PERSONA NOBLLE SINCERA TRABAJADORA Y RESPETUOSO ME GUSTA SALIR BAILAR VIAJAR ESCUCHAR MUSICA,two girls are playing in the street,0
213,Juicy72,14,0,15,2,I drama free looking honest loyal friend knows treat woman like everything I want dependable Lover,two girls are playing in the water,0
214,Justme024,10,1,18,2,The ocean happy place The mountains,two girls are playing in the grass,0
215,Kalosini,15,0,12,3,Hello name Valerie I live Germany although I relatives Australia Sydney Brisbane I would like leave Germany live Australia I quite attractive remaining young heart girl My motto try kind Acceptance tolerance also important characteristics,man in red shirt is standing in front of crowd,0
216,kansajoe,10,1,6,3,I Young mature man honest trustworthy honorable sensitive open minded boundaries positive likeable charming,two people are sitting on the edge of dock looking at the ocean,0
217,Karenkak,14,0,19,3,Im unique magical person full electricity funny silly laugh smile alot,two girls are playing in the grass,0
218,Karlie1982,14,1,18,1,I outgoing friendly enjoys movies eating different foods swimming,two girls are playing in the grass,0
219,Keimyntruth,10,0,2,2,Im nice sweet cross We grown drama playing games Please dont bring baggage full leave empty Im sharing man Friends lovers If attraction connection time tell Good luck finding true love especially great best friend along journey,man in red shirt is standing in front of large building,0
220,kenwalker22,14,1,10,0,I friendly love meet new people make new friends visiting panama july 29 2022 hope meet make new friends,man in red shirt is standing in front of group of people,0
221,kevinflore10,14,1,8,0,Pharmacist Venezuelan I lived Spain Chile Argentina I like play football meet travel,man in black shirt is standing in front of crowd,0
222,Kiksolorider461,14,1,12,3,A genuine straight male looking excitement adventures right woman I big heart I suffer fools easy life short wait nothing happen,man in red shirt is standing in front of crowd,0
223,Kimberly001,14,0,8,1,I love life I love living life I enjoy outdoors traveling restaurants laughing going cultural events socializing quality people It better living sharing life someone else,two girls are playing in the grass,0
224,KingC09,11,1,1,0,Good looking fun guy looking meet new people fun,two girls are playing in the grass,0
225,kingsaturn,14,1,10,2,We made body mind spirit need take care three order keep balance life We usually forget soul take care mind body therefore I try meditate much possible since souls take care spiritual progress first place But beside meditating I enjoy gardening watching good movie spending time friends go walk etc I looking someone pure soul big heart Someone understands life given us special purpose shouldnt waste,man in black shirt is standing in front of wooden bench,0
226,kiwibird,13,1,16,2,Honest man looking nice girl get know knows happens I simple person taking life easily funny romantic straight thinker troubles free easy going easy talk,man in black shirt is standing in front of crowd,0
227,Knowledge18,14,1,14,2,Im spiritualthere thing energyIm 6ft3 185 Im hot like heat waves coming pavementnothing like beautiful woman spend time petite plus hard find u,two girls are playing in the grass,0
228,kpgold19,15,0,12,3,I real cool kind honest loving caring I love meet people walks life,man in red shirt is sitting on bench in front of large building,0
229,Krishna2211,14,1,2,2,I fun loving easygoing kind loving I would like find someone share dreams aspirations It much fun someone share special moments,two girls are playing in the grass,0
230,Kristi_8372,13,0,8,1,Im good person alot shit life wanting find good man life,man in red shirt is walking down the street,0
231,Krizzel,13,0,2,1,Serious funny adventurous,two girls are playing in the grass,0
232,Kyraselene,14,0,14,2,Happy adventurous Traveller looking Soulmate fun adventures,two girls are sitting on the floor,0
233,Labixa,13,1,18,3,I filipino separated 15 years working Malta Bus driver Im seeking norwegian woman marry,man in black shirt is standing in front of shelves of people,0
234,Lara92,14,0,2,0,I LOVE men German British nationality lets talk,two girls are sitting on the floor,0
235,Lawson3524,10,1,3,1,Im looking someone wants meet person ASAP,man in black shirt and black shirt stands in front of store,0
236,Lazzie24,10,1,1,3,Unique fun loving Christian cooking curries traveling,man in black shirt and black shirt stands in front of store,0
237,Lexusmgr,15,1,12,3,Im grown man Im looking long term relationship long distance relationship Im highly educated appreciate brains beauty,two girls are playing in the grass,0
238,Lilly27,11,0,15,0,Im miserable relationship says cant handle moody ways Im ready meet new people move I sacrificed much hear harsh words,two girls are playing in field,0
239,Lionheart77,13,1,14,3,Im born bred Londoner I ex British Army I plenty interesting stories experiences share,two girls are playing in the grass,0
240,live4funusa,13,1,10,3,intelligent funny passionate compassionate friendly traveler cook,man in black shirt is smiling at the camera,0
241,lolxelisabeth,14,0,14,0,I outgoing person I quite open willing try new things My favorite times I spent lively company enjoyed funny conversations enjoyed beautiful view silence,woman in black shirt is sitting on bench in front of the water,0
242,Lomemk,13,0,2,2,I break stereotypes Boba barbecue opera rap,man in black shirt is standing in front of crowd,0
243,lonelynow75,14,1,1,2,Laid back hard working family oriented Looking woman spend time similar hobbies values Want know ask I open dead honest,man in black shirt is standing next to the camera,0
244,LonelyWoman,14,1,19,0,Hi Im Hannah Im Transgender woman pre surgery Ive started Hrt Ive never anyone inexperienced I I get gun shy real life Im terrified rejection,woman in black shirt is smiling,0
245,lorrene,14,0,0,1,Love read cook,man in black shirt is smiling while sitting on bench,0
246,loufern,10,1,4,3,I divorced single kids living I spent formative years Europe moved USA I kinda new area As whole I pretty easygoing serious important things life Finding balance key Family important friends etc Love people family great sports lover gym rat mouse anything I keep fit active eg walking hiking tennis swimming chill Got sense humor ie sarcastic times But mainly dry sense nonetheless Hmm physical mental emotional health good Love outdoors staying active love 2 travel enjoy arts stay tooI looking make life complete whole etc I looking great friend partner someone wants share life vice versa To enjoy journey together make special memories bind two hearts souls Anything else Doggone need Just ask Oh BTW divorced shadow great memories wonderful dreams joy life keep company Looking 4 The lady I wanting share life spend time must honest loyal great sense humor romantic You smart adventurous love 2 travel equally happy staying home drama free able balance blended family needs You value relationship recognize import family friendships A relationship love kindness mutual respect live thrive spontaneous conversation comes easy appreciation others individuality As first rodeo baggage I buried mine I dammed try make appearance every However post office forwarding address So please SINGLE drama free We compliment balance sensitive others needs even wants desires masquerade needs ie romance LOL Be best friend lets share lives together The rest follow Well thats gist,man in black shirt is standing in front of store,0
247,Lourdes0022,14,0,2,0,I know name hard pronounce I go Lou well Im tourism management student work interpreter Love adventures traveling Im always crazy idea,man in black shirt and sunglasses is sitting on bench,0
